9.953579712984322869e-01,9.947639774533293400e-01,9.954237541764977548e-01,9.945999448175737445e-01,9.947939684550832773e-01,9.955080506323811251e-01,9.954435844924920396e-01,9.951851805966943632e-01
8.562039829465587504e-01,8.264204172150292349e-01,8.625494944466656211e-01,7.322298721787726672e-01,7.167201290685460968e-01,8.361110343382277543e-01,8.898358818736880060e-01,8.707526964922635004e-01
8.189496345270494970e-01,2.490335096276853344e-01,5.359401622534966103e-01,5.841239791217177624e-01,6.959894940304686139e-01,7.741601112637065407e-01,8.315373330042789002e-01,9.097174452663397970e-01
3.731480326368438738e-01,5.704915229996522230e-01,3.700568970026114068e-01,8.041583365941745720e-01,7.685561655528468927e-01,4.762140464676127283e-01,5.799488250496429576e-01,6.527983053290214999e-01
4.902626868635033275e-01,3.674602883350484572e-01,4.237206227293786598e-01,9.677995371777250444e-01,6.260947767291424881e-01,3.905934872376826683e-01,4.517448370106330047e-01,3.819525217388218818e-01
4.198236257993653853e-01,7.528310302862928349e-01,8.026506291197255116e-01,5.540687095992629096e-01,4.278640986628003962e-01,5.803100366860323156e-01,5.760968538459405597e-01,4.464437403208993960e-01
8.213738357256146205e-01,7.781302023409590873e-01,8.477193929960006313e-01,8.594469461297408186e-01,5.338190698977974824e-01,7.462767674891493952e-01,8.281210594557741889e-01,8.310051246719315499e-01
6.212391389617457627e-01,3.610547692469900927e-01,5.054114109463889726e-01,6.976588254810381917e-01,2.699973755866728053e-01,4.938785008817202504e-01,6.605293050006755262e-01,4.369664605190315965e-01
6.255355534968820574e-01,4.841468747019312957e-01,4.435561761803874514e-01,2.519634558490284060e-01,3.479505337760987471e-01,3.756551397767065592e-01,4.054172320594472412e-01,2.554762144893821807e-01
5.540034044970162386e-01,4.012999227928411017e-01,4.307583943886798550e-01,2.674079481559314964e-01,6.460782377645146735e-01,6.105692598644302249e-01,3.947941458010589266e-01,5.853567515702985391e-01
4.537909124710313713e-01,3.949208574526044124e-01,3.688975634053118235e-01,5.345341273455347375e-01,5.882208716522387970e-01,4.387363354009164440e-01,1.506944829375057859e-01,4.096640951419970866e-01
2.302986261187117412e-01,1.176345535746834703e-01,7.902927542071030986e-01,6.807825938846773228e-01,4.576672032739100837e-01,2.801351931736256184e-01,8.221978709502978377e-01,8.364200224687011742e-01
7.729672081539594730e-01,6.827468805685561470e-01,6.642850621030860214e-01,6.888676835808876797e-01,6.978242494969579823e-01,7.133562329060176843e-01,5.092155203190261714e-01,6.017719405043372438e-01
7.775247945415044715e-01,5.437120087414567537e-01,5.955453939249151230e-01,6.762720860250136523e-01,4.941265946679099796e-01,1.764908164752833353e-01,5.812951981949732172e-01,5.244671977656095718e-01
8.315962320692908971e-01,6.974091402480918633e-01,6.450643816645936779e-01,7.546335621665256621e-01,8.391803636771648645e-01,4.515632164289762884e-01,7.936349613463153929e-01,6.633571391818415819e-01
6.441658338186400101e-01,6.410161571085407628e-01,6.533249760328894151e-01,6.843004198628251933e-01,4.011930164506327667e-01,5.039007069887018186e-01,9.310745674901726998e-01,5.915103674399262434e-01
5.530409586730647975e-01,7.251849596096260342e-01,6.927219570519580483e-01,8.828919367263199369e-01,3.104472237163737325e-01,4.011657041025893933e-01,3.546434511504311105e-01,5.142846463545949209e-01
7.530158518008590596e-01,4.767858490472296484e-01,4.887437224993008700e-01,6.850707163635835206e-01,4.649224360972492587e-01,6.623339669366783422e-01,5.783582100835163997e-01,6.859293142460577419e-01
6.408204158042311027e-01,3.493611416618555010e-01,6.510630991256329825e-01,5.444933759883232582e-01,4.746768986424560466e-01,6.592690370607010575e-01,8.630648235566108495e-01,7.264972860104075281e-01
3.111867554774999656e-01,4.870486764426702475e-01,6.704685717180640658e-01,3.437300122007239667e-01,2.391852074205009504e-01,7.084546273905076852e-01,7.194849555970823651e-01,7.921352109575042766e-01
2.781380021684699000e-01,6.145705847074414141e-01,7.057307621543720266e-01,8.473446227286625110e-01,1.122243350642431609e-01,2.981460882152702774e-01,7.869880997227753916e-01,8.678563445025622158e-01
7.598082510776836829e-01,7.359378386188579757e-01,6.985937427646102815e-01,7.280737196004349876e-01,5.108372514997906455e-01,6.401895744012255918e-01,6.018685862395954933e-01,7.399485871109221513e-01
7.474925442679636323e-01,1.695165236590385760e-01,1.524755112086151887e-01,2.031501476821614693e-01,4.137917302026650757e-01,6.689165064657144333e-01,3.735934549936488214e-01,6.263934565147610822e-01
6.594784032518985484e-01,5.614518947803750493e-01,7.571785413621208161e-01,8.663533130206358956e-01,2.246623394923732142e-01,5.678973199707719743e-01,5.881738988379107136e-01,5.024705411734330385e-01
8.429177236051369482e-01,7.599870484828582518e-01,6.686462379676683110e-01,8.328489093168036650e-01,5.528831699385464704e-01,6.948207234020182810e-01,6.011933457319010854e-01,7.735609321301517571e-01
5.449664958874212983e-01,3.750057766267187453e-01,5.562431091578489140e-01,4.758611003336503664e-01,4.398031633769593496e-01,4.911177988057698895e-01,4.199513886647153749e-01,7.136820493823485823e-01
3.725709625476221754e-01,1.016030969908929132e-01,2.881574022492885967e-01,2.340591431211346829e-01,2.042476951719838785e-01,2.413111503606970576e-01,6.456001908886654927e-01,3.102037073811173551e-01
4.015213717309399355e-01,4.470079913183057085e-01,3.235624061726371514e-01,4.828053828985358620e-01,1.914500841192809388e-01,4.706125652635141376e-01,2.991794812143157567e-01,7.506280887657620360e-01
7.064768234589765550e-01,4.994745688234140668e-01,9.091312993859105296e-01,8.378855534598356192e-01,7.037733422930134708e-01,9.306492777385494408e-01,9.381560628267449076e-01,8.427130297410904136e-01
4.404051874050970983e-01,3.391285064030615248e-01,5.170321081825782761e-01,5.299638631368153163e-01,1.746628449694889729e-01,1.921135857883760067e-01,5.823649672686261880e-01,6.500266437267911979e-01
5.861247760162636711e-01,9.736768347274898927e-02,6.736568013193182658e-01,5.916563630130736717e-01,7.525924522904146041e-01,6.904252349753015050e-01,9.179389358509691954e-01,7.443881340271089053e-01
3.438179226362246543e-02,1.466934244002284782e-01,1.316419137672522610e-01,2.881118263021252290e-01,3.516386473260745688e-02,8.670980685184617731e-02,2.644210282951692803e-01,8.894801212144824720e-02
1.326909233821660095e-01,5.553741889726677289e-02,2.287097238793815990e-01,3.686597009005674885e-01,1.621399703589015695e-01,1.047433091870334371e-01,4.321479002083351006e-01,1.429563887695342872e-01
1.909382253195415491e-01,9.216720922139060024e-02,4.817338624320989249e-01,1.149706476322995274e-01,2.352342255300516327e-01,2.227333232748764935e-01,4.663737018556906033e-01,3.250139929394565974e-01
1.188442520379006939e-01,4.778613969275249951e-02,2.842151175070918856e-01,1.427525049582472338e-01,8.141562875293041623e-02,2.308039210620305426e-01,2.373414030429394639e-01,4.625286747380042418e-01
3.754398610203772413e-01,1.012877657428986750e-01,1.354224869159890432e-01,3.690382381883663410e-01,2.382011456082988865e-01,2.124680878030236197e-01,3.044809871805072010e-01,2.548340371254009251e-01
9.113422697832556096e-01,1.737909734282205299e-01,4.208658623813706368e-01,8.896690493850366588e-01,4.280042593724265876e-01,5.130080326298410709e-01,7.622900964695510373e-01,4.356466399929272981e-01
6.154647708980408999e-02,3.670404377080172670e-02,8.421131895011903234e-02,1.305292533323768323e-01,8.153512587234179598e-02,1.322757089437949785e-01,6.368802798257622300e-02,1.130170426719614429e-01
