4.642028701567647159e-03,5.236022546670614057e-03,4.576245823502295487e-03,5.400055182426160075e-03,5.206031544916801639e-03,4.491949367618939051e-03,4.556415507507930070e-03,4.814819403305636847e-03
1.437960170534412774e-01,1.735795827849706263e-01,1.374505055533343789e-01,2.677701278212273883e-01,2.832798709314538477e-01,1.638889656617722734e-01,1.101641181263120078e-01,1.292473035077365828e-01
1.810503654729505307e-01,7.509664903723146656e-01,4.640598377465034452e-01,4.158760208782822931e-01,3.040105059695313861e-01,2.258398887362934315e-01,1.684626669957211276e-01,9.028255473366018913e-02
6.268519673631560707e-01,4.295084770003477215e-01,6.299431029973885376e-01,1.958416634058254280e-01,2.314438344471531350e-01,5.237859535323872162e-01,4.200511749503571535e-01,3.472016946709785556e-01
5.097373131364966170e-01,6.325397116649517093e-01,5.762793772706212847e-01,3.220046282227501111e-02,3.739052232708575674e-01,6.094065127623172762e-01,5.482551629893670508e-01,6.180474782611781182e-01
5.801763742006347258e-01,2.471689697137071373e-01,1.973493708802745994e-01,4.459312904007370904e-01,5.721359013371996038e-01,4.196899633139677399e-01,4.239031461540594403e-01,5.535562596791006040e-01
1.786261642743853795e-01,2.218697976590408572e-01,1.522806070039993687e-01,1.405530538702592092e-01,4.661809301022024621e-01,2.537232325108505493e-01,1.718789405442257556e-01,1.689948753280684779e-01
3.787608610382541263e-01,6.389452307530099073e-01,4.945885890536110829e-01,3.023411745189618083e-01,7.300026244133270836e-01,5.061214991182797496e-01,3.394706949993243628e-01,5.630335394809684590e-01
3.744644465031178870e-01,5.158531252980687043e-01,5.564438238196125486e-01,7.480365441509715385e-01,6.520494662239012529e-01,6.243448602232933853e-01,5.945827679405527588e-01,7.445237855106178193e-01
4.459965955029838169e-01,5.987000772071590093e-01,5.692416056113200895e-01,7.325920518440685036e-01,3.539217622354853265e-01,3.894307401355698306e-01,6.052058541989410179e-01,4.146432484297014054e-01
5.462090875289685732e-01,6.050791425473955876e-01,6.311024365946882320e-01,4.654658726544652070e-01,4.117791283477611475e-01,5.612636645990836115e-01,8.493055170624943528e-01,5.903359048580030244e-01
7.697013738812883421e-01,8.823654464253165575e-01,2.097072457928969291e-01,3.192174061153227327e-01,5.423327967260899163e-01,7.198648068263744371e-01,1.778021290497020790e-01,1.635799775312988535e-01
2.270327918460405825e-01,3.172531194314439640e-01,3.357149378969139786e-01,3.111323164191122093e-01,3.021757505030419066e-01,2.866437670939823157e-01,4.907844796809737731e-01,3.982280594956627007e-01
2.224752054584955008e-01,4.562879912585432463e-01,4.044546060750849881e-01,3.237279139749862367e-01,5.058734053320899093e-01,8.235091835247165815e-01,4.187048018050268383e-01,4.755328022343904282e-01
1.684037679307090474e-01,3.025908597519081367e-01,3.549356183354063776e-01,2.453664378334744212e-01,1.608196363228351633e-01,5.484367835710237671e-01,2.063650386536845793e-01,3.366428608181584181e-01
3.558341661813599899e-01,3.589838428914590707e-01,3.466750239671106959e-01,3.156995801371747512e-01,5.988069835493673443e-01,4.960992930112981258e-01,6.892543250982728631e-02,4.084896325600738121e-01
4.469590413269353135e-01,2.748150403903739103e-01,3.072780429480418962e-01,1.171080632736800076e-01,6.895527762836264341e-01,5.988342958974107733e-01,6.453565488495688340e-01,4.857153536454049680e-01
2.469841481991408849e-01,5.232141509527703516e-01,5.112562775006991300e-01,3.149292836364165349e-01,5.350775639027507413e-01,3.376660330633216023e-01,4.216417899164836558e-01,3.140706857539423136e-01
3.591795841957687863e-01,6.506388583381444990e-01,3.489369008743670175e-01,4.555066240116768528e-01,5.253231013575438979e-01,3.407309629392989425e-01,1.369351764433891228e-01,2.735027139895925830e-01
6.888132445225001455e-01,5.129513235573297525e-01,3.295314282819359342e-01,6.562699877992760333e-01,7.608147925794990218e-01,2.915453726094923703e-01,2.805150444029175238e-01,2.078647890424956401e-01
7.218619978315301555e-01,3.854294152925586969e-01,2.942692378456279734e-01,1.526553772713374335e-01,8.877756649357567698e-01,7.018539117847296671e-01,2.130119002772246362e-01,1.321436554974377564e-01
2.401917489223163726e-01,2.640621613811420243e-01,3.014062572353896630e-01,2.719262803995650679e-01,4.891627485002093545e-01,3.598104255987743527e-01,3.981314137604045067e-01,2.600514128890779042e-01
2.525074557320364232e-01,8.304834763409613130e-01,8.475244887913847558e-01,7.968498523178385584e-01,5.862082697973349799e-01,3.310834935342854557e-01,6.264065450063511786e-01,3.736065434852390288e-01
